CNPJ/CPF Remetente;Remetente;CNPJ/CPF Destinatario;Destinatario;CTRC;Nota Fiscal/Nro Coleta;Nro Pedido;Data Inclusao;Cidade Destino;UF Destino;Unidade;Data/Hora da Ocorrencia;Situacao;Empresa;Detalhe;Data Entrega;Previsao de Entrega;CTe
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;07.528.341/0001-83;ONCOLOGIA VALE DO SAO FRANCISCO LTDA;7141566202;1 109464;;15/08/22;PETROLINA;PE;CARIACICA / ES;31/08/22 14:43;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001560761004686715</u></a> - VIA API.;18/08/22;22/08/22;32220808860184000171570020001560761004686715 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;07.528.341/0001-83;ONCOLOGIA VALE DO SAO FRANCISCO LTDA;7141566202;1 109465;;15/08/22;PETROLINA;PE;CARIACICA / ES;31/08/22 14:43;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001560761004686715</u></a> - VIA API.;18/08/22;22/08/22;32220808860184000171570020001560761004686715 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.178.551/0001-17;ASSOCIACAO OBRAS SOCIAIS IRMA DULCE;7141618504;1 109794;;22/08/22;SALVADOR;BA;CARIACICA / ES;31/08/22 14:33;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612421004849332</u></a> - VIA API.;24/08/22;25/08/22;32220808860184000171570020001612421004849332 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;04.664.379/0001-95;DIAGNOECO - SERVICOS MEDICOS LTDA;7141618695;1 109821;;22/08/22;SALVADOR;BA;CARIACICA / ES;31/08/22 14:25;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612461004849528</u></a> - VIA API.;24/08/22;25/08/22;32220808860184000171570020001612461004849528 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.180.961/0001-00;LIGA BAHIANA CONTRA O CANCER;7141618334;1 109803;;22/08/22;SALVADOR;BA;CARIACICA / ES;31/08/22 14:23;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612601004849160</u></a> - VIA API.;24/08/22;25/08/22;32220808860184000171570020001612601004849160 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;05.816.630/0001-52;LABORATORIO CENTRAL DE SAUDE PUBLICA PROFESSOR GONCALO MONIZ;7141618300;1 109833;;22/08/22;SALVADOR;BA;CARIACICA / ES;31/08/22 14:23;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612561004849133</u></a> - VIA API.;24/08/22;25/08/22;32220808860184000171570020001612561004849133 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.180.961/0001-00;LIGA BAHIANA CONTRA O CANCER;7141618334;1 109764;;22/08/22;SALVADOR;BA;CARIACICA / ES;31/08/22 14:23;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612601004849160</u></a> - VIA API.;24/08/22;25/08/22;32220808860184000171570020001612601004849160 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0002-88;INSTITUTO CONQUISTENSE DE ONCOLOGIA;7141576321;1 109550;;16/08/22;VITORIA DA CONQUISTA;BA;CARIACICA / ES;31/08/22 12:35;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001570421004720529</u></a> - VIA API.;18/08/22;19/08/22;32220808860184000171570020001570421004720529 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.178.551/0011-99;ASSOCIACAO E OBRAS IRMA DULCE;7141576348;1 109559;;16/08/22;JUAZEIRO;BA;CARIACICA / ES;31/08/22 12:28;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001570431004720542</u></a> - VIA API.;19/08/22;23/08/22;32220808860184000171570020001570431004720542 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;05.816.630/0001-52;LABORATORIO CENTRAL DE SAUDE PUBLICA PROFESSOR GONCALO MONIZ;7141576305;1 109549;;16/08/22;SIMOES FILHO;BA;CARIACICA / ES;31/08/22 11:35;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001570411004720491</u></a> - VIA API.;19/08/22;19/08/22;32220808860184000171570020001570411004720491 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.356.779/0001-24;REDE PRIMAVERA - ASS.MEDICA.HO;7141566199;1 109468;;15/08/22;ARACAJU;SE;CARIACICA / ES;31/08/22 09:53;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001560751004686653</u></a> - VIA API.;18/08/22;22/08/22;32220808860184000171570020001560751004686653 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.356.779/0001-24;REDE PRIMAVERA - ASS.MEDICA.HO;7141566199;1 109467;;15/08/22;ARACAJU;SE;CARIACICA / ES;31/08/22 09:53;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001560751004686653</u></a> - VIA API.;18/08/22;22/08/22;32220808860184000171570020001560751004686653 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;07.549.453/0001-10;VITTA ONCOLOGIA;7141514598;1 109185;;08/08/22;ARACAJU;SE;CARIACICA / ES;31/08/22 09:27;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001509211004532550</u></a> - VIA API.;11/08/22;15/08/22;32220808860184000171570020001509211004532550 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.721.886/0001-50;ONCO RAD SERV.ONC.E RADIOT.LTDA ME;7141598244;1 109714;;18/08/22;GOVERNADOR VALADARES;MG;CARIACICA / ES;31/08/22 09:18;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001592311004785619</u></a> - VIA API.;19/08/22;22/08/22;32220808860184000171570020001592311004785619 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;33.804.212/0001-80;CLINICA SAO CARLOS S.A.;7141618717;1 109854;;22/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;31/08/22 08:16;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612481004849549</u></a> - VIA API.;23/08/22;24/08/22;32220808860184000171570020001612481004849549 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.429/0174-29;COMANDO DA AERONAUTICA;7141618709;1 109755;;22/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;31/08/22 08:15;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612471004849533</u></a> - VIA API.;23/08/22;24/08/22;32220808860184000171570020001612471004849533 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;33.540.014/0001-57;UNIVERSIDADE DO ESTADO DO RIO;7141618318;1 109850;;22/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;31/08/22 08:14;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612571004849149</u></a> - VIA API.;23/08/22;24/08/22;32220808860184000171570020001612571004849149 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;33.540.014/0001-57;UNIVERSIDADE DO ESTADO DO RIO;7141618318;1 109849;;22/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;31/08/22 08:14;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612571004849149</u></a> - VIA API.;23/08/22;24/08/22;32220808860184000171570020001612571004849149 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.429/0174-29;COMANDO DA AERONAUTICA;7141618709;1 109756;;22/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;31/08/22 08:15;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612471004849533</u></a> - VIA API.;23/08/22;24/08/22;32220808860184000171570020001612471004849533 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.429/0174-29;COMANDO DA AERONAUTICA;7141618709;1 109776;;22/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;31/08/22 08:15;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612471004849533</u></a> - VIA API.;23/08/22;24/08/22;32220808860184000171570020001612471004849533 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.429/0174-29;COMANDO DA AERONAUTICA;7141618709;1 109757;;22/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;31/08/22 08:15;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612471004849533</u></a> - VIA API.;23/08/22;24/08/22;32220808860184000171570020001612471004849533 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.126.437/0035-92;EMPRESA BRASILEIRA DE SERV HOSPITALARES;7141618466;1 109822;;22/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;31/08/22 08:13;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001612631004849294</u></a> - VIA API.;23/08/22;24/08/22;32220808860184000171570020001612631004849294 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.502/0342-00;COMANDO DA MARINHA/ CENTRO DE OBT. MARINHA DO RIO DE JANEIRO;7141588001;1 109545;;17/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;31/08/22 08:11;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001581861004754126</u></a> - VIA API.;19/08/22;19/08/22;32220808860184000171570020001581861004754126 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.502/0342-00;COMANDO DA MARINHA/ CENTRO DE OBT. MARINHA DO RIO DE JANEIRO;7141588001;1 109546;;17/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;31/08/22 08:11;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001581861004754126</u></a> - VIA API.;19/08/22;19/08/22;32220808860184000171570020001581861004754126 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.375.372/0001-90;ONCOCENTER CENTRO DE ONCOLOGIA E HEMATOLOGIA LTDA;7141588044;1 109626;;17/08/22;SANTO ANTONIO DE JESUS;BA;CARIACICA / ES;31/08/22 07:55;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001581891004754179</u></a> - VIA API.;20/08/22;22/08/22;32220808860184000171570020001581891004754179 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.375.372/0001-90;ONCOCENTER CENTRO DE ONCOLOGIA E HEMATOLOGIA LTDA;7141588044;1 109668;;17/08/22;SANTO ANTONIO DE JESUS;BA;CARIACICA / ES;31/08/22 07:55;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001581891004754179</u></a> - VIA API.;20/08/22;22/08/22;32220808860184000171570020001581891004754179 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.934.094/0001-43;SANTA CASA MIS SANTO ANTONIO DE JESUS;7141514547;1 109238;;08/08/22;SANTO ANTONIO DE JESUS;BA;CARIACICA / ES;30/08/22 12:56;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001509251004532478</u></a> - VIA API.;10/08/22;11/08/22;32220808860184000171570020001509251004532478 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.934.094/0001-43;SANTA CASA MIS SANTO ANTONIO DE JESUS;7141514547;1 109237;;08/08/22;SANTO ANTONIO DE JESUS;BA;CARIACICA / ES;30/08/22 12:56;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001509251004532478</u></a> - VIA API.;10/08/22;11/08/22;32220808860184000171570020001509251004532478 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.375.372/0001-90;ONCOCENTER CENTRO DE ONCOLOGIA E HEMATOLOGIA LTDA;7141514750;1 109213;;08/08/22;SANTO ANTONIO DE JESUS;BA;CARIACICA / ES;30/08/22 12:56;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001509141004532784</u></a> - VIA API.;10/08/22;11/08/22;32220808860184000171570020001509141004532784 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;15.934.094/0001-43;SANTA CASA MIS SANTO ANTONIO DE JESUS;7141514547;1 109236;;08/08/22;SANTO ANTONIO DE JESUS;BA;CARIACICA / ES;30/08/22 12:56;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001509251004532478</u></a> - VIA API.;10/08/22;11/08/22;32220808860184000171570020001509251004532478 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.544/0211-82;HOSP. FEDERAL SERVIDORES PUBLICOS ESTADO;7141628925;1 109908;;23/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;30/08/22 12:33;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001623611004880553</u></a> - VIA API.;24/08/22;25/08/22;32220808860184000171570020001623611004880553 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;13.843.896/0001-12;FUNDO MUNICIPAL DE SAUDE DE TEIXEIRA DE FREITAS;7141587978;1 109640;;17/08/22;TEIXEIRA DE FREITAS;BA;CARIACICA / ES;30/08/22 11:23;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001581821004754089</u></a> - VIA API.;18/08/22;19/08/22;32220808860184000171570020001581821004754089 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;42.498.717/0001-55;SECRETARIA DE ESTADO DE SAUDE - RJ;7141587986;1 109580;;17/08/22;NITEROI;RJ;CARIACICA / ES;30/08/22 10:48;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001581841004754091</u></a> - VIA API.;18/08/22;19/08/22;32220808860184000171570020001581841004754091 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0001-05;INSTITUTO CONQUISTENSE DE ONCOLOGIA LTDA;7141464213;1 108902;;01/08/22;VITORIA DA CONQUISTA;BA;CARIACICA / ES;30/08/22 09:49;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001458671004379746</u></a> - VIA API.;03/08/22;04/08/22;32220808860184000171570020001458671004379746 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0001-05;INSTITUTO CONQUISTENSE DE ONCOLOGIA LTDA;7141464213;1 108901;;01/08/22;VITORIA DA CONQUISTA;BA;CARIACICA / ES;30/08/22 09:49;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001458671004379746</u></a> - VIA API.;03/08/22;04/08/22;32220808860184000171570020001458671004379746 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.544/0204-53;MINIST.SAUDE/ HOSPITAL FEDERAL DA LAGOA/RJ;7141576224;1 109524;;16/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;30/08/22 09:14;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001570381004720356</u></a> - VIA API.;18/08/22;18/08/22;32220808860184000171570020001570381004720356 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.544/0204-53;MINIST.SAUDE/ HOSPITAL FEDERAL DA LAGOA/RJ;7141576224;1 109525;;16/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;30/08/22 09:14;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001570381004720356</u></a> - VIA API.;18/08/22;18/08/22;32220808860184000171570020001570381004720356 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;33.804.212/0001-80;CLINICA SAO CARLOS S.A.;7141576216;1 109548;;16/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;30/08/22 09:13;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001570371004720340</u></a> - VIA API.;18/08/22;18/08/22;32220808860184000171570020001570371004720340 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.544/0213-44;INSTITUTO NACIONAL DE CARDIOLOGIA;7141566482;1 109516;;15/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;29/08/22 16:35;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001560551004687592</u></a> - VIA API.;16/08/22;17/08/22;32220808860184000171570020001560551004687592 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;00.394.544/0213-44;INSTITUTO NACIONAL DE CARDIOLOGIA;7141566482;1 109517;;15/08/22;RIO DE JANEIRO;RJ;CARIACICA / ES;29/08/22 16:35;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001560551004687592</u></a> - VIA API.;16/08/22;17/08/22;32220808860184000171570020001560551004687592 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0001-05;INSTITUTO CONQUISTENSE DE ONCOLOGIA LTDA;7141514733;1 109182;;08/08/22;VITORIA DA CONQUISTA;BA;CARIACICA / ES;29/08/22 16:03;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001509151004532757</u></a> - VIA API.;09/08/22;11/08/22;32220808860184000171570020001509151004532757 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0002-88;INSTITUTO CONQUISTENSE DE ONCOLOGIA;7141525450;1 109264;;09/08/22;VITORIA DA CONQUISTA;BA;CARIACICA / ES;29/08/22 15:58;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001519871004564814</u></a> - VIA API.;10/08/22;12/08/22;32220808860184000171570020001519871004564814 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0002-88;INSTITUTO CONQUISTENSE DE ONCOLOGIA;7141525450;1 109266;;09/08/22;VITORIA DA CONQUISTA;BA;CARIACICA / ES;29/08/22 15:58;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001519871004564814</u></a> - VIA API.;10/08/22;12/08/22;32220808860184000171570020001519871004564814 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0002-88;INSTITUTO CONQUISTENSE DE ONCOLOGIA;7141525450;1 109263;;09/08/22;VITORIA DA CONQUISTA;BA;CARIACICA / ES;29/08/22 15:58;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001519871004564814</u></a> - VIA API.;10/08/22;12/08/22;32220808860184000171570020001519871004564814 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;03.069.914/0002-88;INSTITUTO CONQUISTENSE DE ONCOLOGIA;7141463667;1 108799;;01/08/22;VITORIA DA CONQUISTA;BA;CARIACICA / ES;29/08/22 15:35;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220808860184000171570020001459571004378757</u></a> - VIA API.;03/08/22;04/08/22;32220808860184000171570020001459571004378757 
10.586.940/0001-68;Oncovit Distribuidora De Medicamentos Ltda;435.902.687-00;JORGE SOARES SOARES;7141444590;OUT 770401;;28/07/22;SAQUAREMA;RJ;CARIACICA / ES;29/08/22 10:52;DIGITALIZACAO DE DOCUMENTO DE ENTREGA;AGB;Digitalizacao de documento de entrega (Decreto 10.278/2020): <a class=sra target=_blank onclick=window.open(this.textContent) href=#><u>https://api.infordoc.com/aguiabranca?vcomp=32220708860184000171570020001438901004317762</u></a> - VIA API.;22/08/22;02/08/22;32220708860184000171570020001438901004317762 
